Название;Артист;Продолжительность(мс);Наличие мата;Дата релиза;Жанр;Количество треков у артиста;Количество лайков артиста;Количество лайков альбома;ID трека;ID артиста;Язык
Just In Case;Paulo Mendonca;238050;False;2009-09-25T00:00:00+04:00;rock;77;12;8;100557;39264;en
Sob Medida;Isabella Taviani;234390;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100560;39266;pt
Arranjo;Isabella Taviani;204640;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100561;39266;pt
Casa No Céu;Isabella Taviani;203780;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100562;39266;pt
Um Vendaval;Isabella Taviani;303960;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100563;39266;pt
O Tudo Que É Nada;Isabella Taviani;243770;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100565;39266;pt
Argumentos De Vidro;Isabella Taviani;238860;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100568;39266;pt
Eu Não Moro Na Sua Vida;Isabella Taviani;216680;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100569;39266;pt
Depois Da Chuva;Isabella Taviani;265030;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100571;39266;pt
Todos Os Erros Do Mundo;Isabella Taviani;237500;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100572;39266;pt
Escorpião;Isabella Taviani;118590;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100574;39266;pt
Borboletas E Risos;Isabella Taviani;252730;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100576;39266;pt
Presente-Passado;Isabella Taviani;241890;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100578;39266;pt
Meu Coração Não Quer Viver Batendo Devagar;Isabella Taviani;188180;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100580;39266;pt
Falsidade Desmedida;Isabella Taviani;267880;False;2009-09-08T00:00:00+04:00;pop;40;7;1;100581;39266;pt
Houstatlantavegas;Drake;290780;True;2019-02-17T00:00:00+03:00;foreignrap;452;2408573;163;100589;39273;en
Successful;Drake;375050;True;2019-02-17T00:00:00+03:00;foreignrap;452;2408573;163;100590;39273;en
Elusive Reaches;Ensiferum;206470;False;2009-01-01T00:00:00+03:00;folkmetal;84;33723;367;100591;3041;en
Best I Ever Had;Drake;258760;True;2010-06-14T00:00:00+04:00;foreignrap;452;2408573;1063;100592;39273;en
Heathen Throne;Ensiferum;669150;False;2009-01-01T00:00:00+03:00;folkmetal;84;33723;367;100593;3041;en
Uptown;Drake;382260;True;2019-02-15T00:00:00+03:00;foreignrap;452;2408573;1165;100594;39273;en
The Longest Journey (Heathen Throne Part II);Ensiferum;769070;False;2009-01-01T00:00:00+03:00;folkmetal;84;33723;367;100595;3041;en
Fear;Drake;280660;True;2009-09-15T00:00:00+04:00;foreignrap;452;2408573;51;100596;39273;en
Tumman virran taa;Ensiferum;52550;False;2009-01-01T00:00:00+03:00;folkmetal;84;33723;367;100598;3041;fi
I'm Goin In;Drake;225300;True;2009-09-15T00:00:00+04:00;rap;452;2408573;59;100599;39273;en
Twilight Tavern;Ensiferum;337860;False;2016-04-01T00:00:00+03:00;folkmetal;84;33723;493;100600;3041;en
Smoking Ruins;Ensiferum;400220;False;2009-01-01T00:00:00+03:00;folkmetal;84;33723;367;100602;3041;en
Stone Cold Metal;Ensiferum;445540;False;2009-01-01T00:00:00+03:00;folkmetal;84;33723;367;100603;3041;en
This Is Your World;Emilie Simon;197040;False;2009-09-14T00:00:00+04:00;pop;135;531;16;100604;15361;en
Closer;Emilie Simon;235540;False;2009-09-14T00:00:00+04:00;pop;135;531;16;100605;15361;en
The Cycle;Emilie Simon;252830;False;2009-09-14T00:00:00+04:00;pop;135;531;16;100606;15361;en
Rainbow;Emilie Simon;259360;False;2009-09-14T00:00:00+04:00;pop;135;531;16;100607;15361;en
Dreamland;Emilie Simon;255730;False;2009-09-14T00:00:00+04:00;pop;135;531;16;100608;15361;en
Fools Like Us;Emilie Simon;202130;False;2009-09-14T00:00:00+04:00;pop;135;531;16;100609;15361;en
The Devil At My Door;Emilie Simon;302210;False;2009-09-14T00:00:00+04:00;pop;135;531;16;100610;15361;en
Rocket To The Moon;Emilie Simon;205790;False;2009-09-14T00:00:00+04:00;pop;135;531;16;100611;15361;en
The Way I See You;Emilie Simon;210020;False;2009-09-14T00:00:00+04:00;pop;135;531;16;100612;15361;en
Nothing To Do With You;Emilie Simon;174750;False;2009-09-14T00:00:00+04:00;pop;135;531;16;100613;15361;en
Ballad Of The Big Machine;Emilie Simon;346590;False;2009-09-14T00:00:00+04:00;pop;135;531;16;100614;15361;en
Chinatown;Emilie Simon;193690;False;2009-09-14T00:00:00+04:00;pop;135;531;16;100615;15361;en
Freaky Friday;Aqua;226700;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100616;26157;en
Happy Boys & Girls;Aqua;217000;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100617;26157;en
Goodbye To The Circus;Aqua;239340;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100618;26157;en
Aquarius;Aqua;260920;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100619;26157;en
Cuba Libre;Aqua;216860;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100620;26157;en
Be A Man;Aqua;262970;False;2009-09-28T00:00:00+04:00;pop;81;12677;784;100621;26157;en
My Mamma Said;Aqua;217580;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100622;26157;en
Lollipop (Candyman);Aqua;215050;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100624;26157;en
River Is Waiting;Irma Thomas;244560;False;2008-08-11T00:00:00+04:00;soul;276;2979;2;100625;4917;en
Cartoon Heroes;Aqua;219690;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100626;26157;en
Back Water Blues;Irma Thomas;210910;False;2015-06-09T00:00:00+03:00;rnb;276;2979;6;100627;4917;en
Around The World;Aqua;209120;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100628;26157;en
Halloween;Aqua;230180;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100630;26157;en
Doctor Jones;Aqua;201930;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100632;26157;en
In The Middle Of It All;Irma Thomas;286860;False;2015-06-09T00:00:00+03:00;rnb;276;2979;13;100633;4917;en
My Oh My;Aqua;204900;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100634;26157;en
Live Fast - Die Young;Aqua;183060;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100636;26157;en
What Can I Do;Irma Thomas;239180;False;2008-08-11T00:00:00+04:00;soul;276;2979;2;100637;4917;en
We Belong To The Sea;Aqua;256820;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100639;26157;en
Roses Are Red;Aqua;224210;False;2009-11-16T00:00:00+03:00;pop;81;12677;1022;100641;26157;id
Another Man Done Gone;Irma Thomas;229170;False;2015-06-09T00:00:00+03:00;rnb;276;2979;13;100643;4917;en
Loving Arms;Irma Thomas;246540;False;2015-06-09T00:00:00+03:00;rnb;276;2979;6;100644;4917;en
I'm Your Puppet;Irma Thomas;234100;False;2000-08-08T00:00:00+04:00;soul;276;2979;1;100645;4917;en
Var är tvålen;Povel Ramel;202180;False;2006-03-28T00:00:00+04:00;estrada;314;5;4;100664;38004;sv
Fasa nesa och familjeskräll;Povel Ramel;140460;False;2009-09-25T00:00:00+04:00;estrada;314;5;1;100680;38004;sv
Underbart är kort;Povel Ramel;188310;False;2009-09-25T00:00:00+04:00;estrada;314;5;1;100709;38004;sv
Hanging Out And Hung Up On The Line;Julian Cope;283160;False;2009-09-14T00:00:00+04:00;rock;160;118;27;100710;13665;en
När det lider mot jul;Anni-Frid Lyngstad;223520;False;2009-09-25T00:00:00+04:00;;38;111;7;100714;23262;sv
Safesurfer;Julian Cope;521710;False;1992-09-07T00:00:00+04:00;rock;160;118;34;100715;13665;en
Ett litet rött paket;Sven Ingvars;207330;False;2006-04-25T00:00:00+04:00;estrada;114;9;1;100718;39007;sv
If You Loved Me At All;Julian Cope;387520;False;2009-09-14T00:00:00+04:00;rock;160;118;27;100719;13665;en
Sexy Bitch;David Guetta;195850;True;2011-08-05T00:00:00+04:00;edmgenre;571;4130986;384;100722;452;en
East Easy Rider;Julian Cope;218350;False;1992-09-07T00:00:00+04:00;rock;160;118;34;100726;13665;en
Promised Land;Julian Cope;219080;False;2009-09-14T00:00:00+04:00;rock;160;118;27;100728;13665;en
The American Lite;Julian Cope;242830;False;2009-09-14T00:00:00+04:00;rock;160;118;27;100731;13665;en
Head;Julian Cope;140660;False;2009-09-14T00:00:00+04:00;rock;160;118;27;100741;13665;en
Las Vegas Basement;Julian Cope;290420;False;2009-09-14T00:00:00+04:00;rock;160;118;27;100744;13665;en
Pristeen;Julian Cope;281460;True;2002-01-28T00:00:00+03:00;pop;160;118;8;100745;13665;en
Pussy;Rammstein;239080;True;2009-10-16T00:00:00+04:00;industrial;154;3226577;27538;100746;13002;en
Rammlied;Rammstein;318640;False;2009-10-16T00:00:00+04:00;industrial;154;3226577;27538;100748;13002;de
Drive, She Said;Julian Cope;274650;False;2009-09-14T00:00:00+04:00;rock;160;118;27;100749;13665;en
Double Vegetation;Julian Cope;231960;False;2009-09-14T00:00:00+04:00;rock;160;118;27;100750;13665;en
If You Loved Me At All;Julian Cope;301810;False;2002-01-28T00:00:00+03:00;pop;160;118;8;100751;13665;en
Soldier Blue;Julian Cope;287710;False;2009-09-14T00:00:00+04:00;rock;160;118;27;100752;13665;en
Want;Natalie Imbruglia;259780;False;2009-10-02T00:00:00+04:00;pop;82;5673;107;100755;39312;en
We Are Golden;MIKA;237180;False;2010-12-13T00:00:00+03:00;pop;133;19476;173;100758;17373;en
Dr. John;MIKA;224130;False;;pop;133;19476;213;100759;17373;en
Touches You;MIKA;200040;False;;pop;133;19476;213;100760;17373;en
Starka tillsammans;November;220040;False;2007-02-06T00:00:00+03:00;pop;41;26;16;100761;5452235;sv
Pick Up Off The Floor;MIKA;202130;False;;pop;133;19476;213;100763;17373;en
Blue Eyes;MIKA;168910;False;;pop;133;19476;213;100765;17373;en
Toy Boy;MIKA;174620;False;;pop;133;19476;213;100767;17373;en
One Foot Boy;MIKA;178360;False;;pop;133;19476;213;100769;17373;en
By The Time;MIKA;198870;False;;pop;133;19476;213;100771;17373;en
Good Gone Girl;MIKA;180480;False;;pop;133;19476;213;100772;17373;en
What You Wish For;Pythia;254690;False;2009-10-12T00:00:00+04:00;classicmetal;44;321;32;100774;37706;en
Rain;MIKA;223590;False;;pop;133;19476;213;100776;17373;en
Eternal Darkness;Pythia;301270;False;2009-10-12T00:00:00+04:00;classicmetal;44;321;32;100777;37706;en
I See You;MIKA;256900;False;;pop;133;19476;213;100779;17373;en
Ride For Glory;Pythia;281700;False;2009-10-12T00:00:00+04:00;classicmetal;44;321;32;100780;37706;en
My Pale Prince;Pythia;285700;False;2009-10-12T00:00:00+04:00;classicmetal;44;321;32;100782;37706;en
Blame It On The Girls;MIKA;213680;False;2010-12-13T00:00:00+03:00;pop;133;19476;173;100783;17373;en
Army Of The Damned;Pythia;265110;False;2009-10-12T00:00:00+04:00;classicmetal;44;321;32;100785;37706;en
Sweet Cantation;Pythia;234000;False;2009-10-12T00:00:00+04:00;classicmetal;44;321;32;100787;37706;en
No Compromise;Pythia;312730;False;2009-10-12T00:00:00+04:00;classicmetal;44;321;32;100789;37706;en
Tristan;Pythia;249570;False;2009-10-12T00:00:00+04:00;classicmetal;44;321;32;100791;37706;en
Mount Everest;November;218600;False;2008-01-01T00:00:00+03:00;pop;41;26;21;100792;5452235;sv
Oedipus;Pythia;327860;False;2009-10-12T00:00:00+04:00;classicmetal;44;321;32;100793;37706;en
Ängel?;Nina letar Ufo;273600;False;2009-07-17T00:00:00+04:00;pop;21;0;1;100798;39321;sv
Het;Nina letar Ufo;303900;False;2009-07-17T00:00:00+04:00;pop;21;0;1;100799;39321;sv
Stackars man;Nina letar Ufo;286190;False;2009-07-17T00:00:00+04:00;pop;21;0;1;100801;39321;sv
Solen går sitt varv;Nina letar Ufo;186950;False;2009-07-17T00:00:00+04:00;pop;21;0;1;100802;39321;sv
My Child;All-4-One;277620;False;2009-09-15T00:00:00+04:00;rnb;77;269;8;100805;39324;en
If Sorry Never Comes;All-4-One;190580;False;2009-09-15T00:00:00+04:00;rnb;77;269;8;100806;39324;en
Ol’ Fashion Lovin’;All-4-One;207620;False;2009-09-15T00:00:00+04:00;rnb;77;269;8;100807;39324;en
I Luv That Girl;All-4-One;221100;False;2009-09-15T00:00:00+04:00;rnb;77;269;8;100808;39324;en
The Day Life Began;All-4-One;238880;False;2009-09-15T00:00:00+04:00;rnb;77;269;8;100810;39324;en
You Don’t Know Nothin’;All-4-One;214750;False;2009-09-15T00:00:00+04:00;rnb;77;269;8;100811;39324;en
If Your Heart’s Not In It;All-4-One;242330;False;2009-09-15T00:00:00+04:00;rnb;77;269;8;100812;39324;en
Go;All-4-One;230060;False;2009-09-15T00:00:00+04:00;rnb;77;269;8;100813;39324;en
Key To Your Heart;All-4-One;240920;False;2009-09-15T00:00:00+04:00;rnb;77;269;8;100814;39324;en
Perfect;All-4-One;238210;False;2009-09-15T00:00:00+04:00;rnb;77;269;8;100816;39324;en
When I Needed An Angel;All-4-One;224650;False;2009-09-15T00:00:00+04:00;rnb;77;269;8;100817;39324;en
Dr. John;MIKA;224130;False;;pop;133;19476;213;100842;17373;en
Big Betty;Mamas Gun;250560;False;2009-09-27T00:00:00+04:00;pop;81;1030;5;100844;35728;en
Finger On It;Mamas Gun;210250;False;2009-09-27T00:00:00+04:00;pop;81;1030;5;100846;35728;en
Pots Of Gold;Mamas Gun;210650;False;2009-09-27T00:00:00+04:00;pop;81;1030;5;100848;35728;en
Rain;MIKA;223590;False;;pop;133;19476;213;100849;17373;en
House On A Hill;Mamas Gun;228070;False;2009-09-27T00:00:00+04:00;pop;81;1030;5;100851;35728;en
Bitch;Mamas Gun;270310;False;2009-09-27T00:00:00+04:00;pop;81;1030;5;100853;35728;en
Chasing Down Shadows;Mamas Gun;326080;False;2009-09-27T00:00:00+04:00;pop;81;1030;5;100858;35728;en
Rico;Mamas Gun;216860;False;2009-09-27T00:00:00+04:00;pop;81;1030;5;100859;35728;en
We Are Golden;MIKA;237180;False;2010-12-13T00:00:00+03:00;pop;133;19476;173;100860;17373;en
You Are The Music;Mamas Gun;286640;False;2009-09-27T00:00:00+04:00;pop;81;1030;5;100863;35728;en
Amazing Grace;Neal E. Boyd;156130;False;2009-06-23T00:00:00+04:00;vocal;11;2;1;100865;39335;en
Szociodisco;Kispál és a Borz;174530;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100866;35906;hu
En helt vanlig kväll;Perssons Pack;319420;False;2006-05-22T00:00:00+04:00;pop;78;2;1;100867;39337;sv
Dal Elalváshoz;Kispál és a Borz;139800;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100868;35906;hu
Vårens ljumma vind;Perssons Pack;213260;False;2006-05-22T00:00:00+04:00;pop;78;2;1;100869;39337;sv
Sonny Boy;Neal E. Boyd;176110;False;2009-06-23T00:00:00+04:00;vocal;11;2;1;100870;39335;en
En sekund i Sverige;Perssons Pack;324780;False;2006-05-22T00:00:00+04:00;pop;78;2;1;100871;39337;sv
Gyónás;Kispál és a Borz;271370;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100872;35906;hu
Spring, spring;Perssons Pack;141320;False;2006-05-22T00:00:00+04:00;pop;78;2;1;100874;39337;sv
A Vadász És A Nyuszik;Kispál és a Borz;175170;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100875;35906;hu
Ave Maria;Neal E. Boyd;284650;False;2009-06-23T00:00:00+04:00;vocal;11;2;1;100876;39335;en
Olajos Vasak <-> Égben Edzett Kővek;Kispál és a Borz;196230;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100878;35906;hu
Il Gladiatore;Neal E. Boyd;222980;False;2009-06-23T00:00:00+04:00;vocal;11;2;1;100879;39335;it
Kammahav;Perssons Pack;257800;False;2006-05-22T00:00:00+04:00;pop;78;2;1;100880;39337;sv
Nessun Dorma;Neal E. Boyd;184320;False;2009-06-23T00:00:00+04:00;vocal;11;2;1;100881;39335;it
Űrrock;Kispál és a Borz;223000;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100882;35906;hu
Anthem;Neal E. Boyd;188000;False;2009-06-23T00:00:00+04:00;vocal;11;2;1;100884;39335;en
Harmatoslábú;Kispál és a Borz;123400;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100885;35906;hu
Ungkarlsdimman;Perssons Pack;247980;False;2006-05-22T00:00:00+04:00;pop;78;2;1;100886;39337;sv
God Bless The U.S.A.;Neal E. Boyd;236350;False;2009-06-23T00:00:00+04:00;vocal;11;2;1;100887;39335;en
Adok Egy Kulcsot;Kispál és a Borz;262630;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100888;35906;hu
I all vår tid;Perssons Pack;226610;False;2006-05-22T00:00:00+04:00;pop;78;2;1;100889;39337;sv
Is Nothing Sacred;Neal E. Boyd;249800;False;2009-06-23T00:00:00+04:00;vocal;11;2;1;100890;39335;en
Meghatás;Kispál és a Borz;162870;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100891;35906;hu
Det blir en dag i morgon med;Perssons Pack;239720;False;2006-05-22T00:00:00+04:00;pop;78;2;1;100892;39337;sv
Somewhere;Neal E. Boyd;201660;False;2009-06-23T00:00:00+04:00;vocal;11;2;1;100893;39335;en
Vi går ut;Perssons Pack;196490;False;2006-05-22T00:00:00+04:00;pop;78;2;1;100894;39337;sv
Tegyetek El A Befőttet!;Kispál és a Borz;245400;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100895;35906;hu
Mama;Neal E. Boyd;201350;False;2009-06-23T00:00:00+04:00;vocal;11;2;1;100896;39335;en
Presszó Rock;Kispál és a Borz;250670;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100897;35906;hu
Lekvár;Kispál és a Borz;261230;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100898;35906;hu
Dal Teázáshoz;Kispál és a Borz;238470;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100899;35906;hu
Ül;Kispál és a Borz;34730;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100900;35906;hu
Modellezés Almával;Kispál és a Borz;183330;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100901;35906;hu
Apa Anya És A Kígyó;Kispál és a Borz;100270;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100902;35906;hu
Jelvény Nélkül;Kispál és a Borz;108600;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100903;35906;hu
Bacchi tempel (bort allt vad oro gör);Lunds studentsångarförening;133640;False;2006-03-16T00:00:00+03:00;classical;3;0;1;100918;39363;sv
Hej, dunkom så länge vi levom;Lunds studentsångarförening;101850;False;2006-03-16T00:00:00+03:00;classical;3;0;1;100924;39363;sv
Studentsången;Stockholms studentsångare;94530;False;2010-02-05T00:00:00+03:00;vocal;91;0;;100938;39359;sv
Samaouma;Richard Bona;294710;False;2015-04-27T00:00:00+03:00;folk;170;1233;150;100943;11229;sw
Kalabancoro;Richard Bona;325690;False;2008-01-01T00:00:00+03:00;folk;170;1233;23;100944;11229;af
Te Dikalo;Richard Bona;339420;False;2015-04-27T00:00:00+03:00;folk;170;1233;150;100945;11229;tl
O Sen Sen Sen;Richard Bona;408570;False;2015-04-27T00:00:00+03:00;folk;170;1233;150;100947;11229;tl
Heartbreaker;MSTRKRFT;387000;False;2009-01-01T00:00:00+03:00;dance;76;397;12;100951;30797;en
Heartbreaker feat. John Legend;MSTRKRFT;525000;False;2005-07-02T00:00:00+04:00;dance;76;397;9;100952;30797;en
You Are The Music;Mamas Gun;227180;False;2009-09-27T00:00:00+04:00;pop;81;1030;;100954;35728;en
Neked Nem;Kispál és a Borz;38600;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100955;35906;hu
Rezervátom;Kispál és a Borz;161490;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100956;35906;hu
Bársonyfüggöny;Kispál és a Borz;232740;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100957;35906;hu
Zsákmányállat;Kispál és a Borz;266980;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100958;35906;hu
Jövőből Jövő Lövő;Kispál és a Borz;250200;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100959;35906;hu
Jó A Világ Végéig;Kispál és a Borz;202470;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100960;35906;hu
Szeretek, Szeretek;Kispál és a Borz;180840;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100961;35906;hu
Rajtakaptál;Kispál és a Borz;195070;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100963;35906;hu
Fűben Alvó;Kispál és a Borz;237800;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100965;35906;hu
Előre, Illéri;Kispál és a Borz;392730;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100968;35906;hu
Ágy, Asztal, TV;Kispál és a Borz;149630;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100970;35906;hu
Levesek Porból;Kispál és a Borz;179380;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100972;35906;hu
Tingli-Tangli;Kispál és a Borz;222560;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100973;35906;hu
Dal Poharakról;Kispál és a Borz;184490;False;2014-04-28T00:00:00+04:00;alternative;190;16;;100975;35906;hu
Now Or Never;Aviv Geffen;211350;False;2013-10-30T00:00:00+04:00;israelirock;266;843;2;100995;37834;en
Heroes;Aviv Geffen;129250;False;2013-10-30T00:00:00+04:00;israelirock;266;843;2;100996;37834;en
The One;Aviv Geffen;217650;False;2013-10-30T00:00:00+04:00;israelirock;266;843;2;100997;37834;en
Silence;Aviv Geffen;209520;False;2013-10-30T00:00:00+04:00;israelirock;266;843;2;100998;37834;en
Forest In My Heart;Aviv Geffen;243270;False;2013-10-30T00:00:00+04:00;israelirock;266;843;2;100999;37834;en
It's Alright;Aviv Geffen;174940;False;2013-10-30T00:00:00+04:00;israelirock;266;843;2;101000;37834;en
It Was Meant To Be A Love Song;Aviv Geffen;243720;False;2013-10-30T00:00:00+04:00;israelirock;266;843;2;101001;37834;en
Berlin;Aviv Geffen;203800;False;2013-10-30T00:00:00+04:00;israelirock;266;843;2;101002;37834;en
October;Aviv Geffen;214330;False;2013-10-30T00:00:00+04:00;israelirock;266;843;2;101003;37834;en
It's Cloudy Now;Aviv Geffen;184840;False;2013-10-30T00:00:00+04:00;israelirock;266;843;2;101004;37834;en
Black & White;Aviv Geffen;270520;False;2013-10-30T00:00:00+04:00;israelirock;266;843;2;101005;37834;en
Bostich (Reflected);Yello;237190;False;2016-09-09T00:00:00+03:00;electronics;252;24707;3595;101007;39403;en
Trackless Deep;Yello;199390;False;2016-09-09T00:00:00+03:00;electronics;252;24707;3595;101010;39403;en
Out Of Dawn;Yello;190890;False;2010-01-01T00:00:00+03:00;electronics;252;24707;2876;101014;39403;en
